1.58373E+12,-0.01,0.2,-0.18,-252.3,,-32.2,48.23333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.74,0.32,-0.24,-252.3666667,,-32.2,48.2,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.37,0.2,-0.3,-252.4333333,,-32.2,48.16666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.25,0.08,-0.24,-252.5,,-32.2,48.13333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.19,0.26,-0.3,-252.5666667,,-32.2,48.1,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.38,-0.24,-252.6333333,,-32.2,48.06666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.14,-0.36,-252.7,,-32.2,48.03333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.56,0.32,-0.3,-252.7666667,,-32.2,48,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.19,0.2,-0.24,-252.8333333,,-32.2,47.96666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.31,0.26,-0.18,-252.9,,-32.2,47.93333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.56,0.32,-0.18,-252.9666667,,-32.2,47.9,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.2,-0.18,-253.0333333,,-32.2,47.86666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.2,-0.24,-253.1,,-32.2,47.83333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.37,0.14,-0.3,-253.1666667,,-32.2,47.8,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.08,-0.3,-253.2333333,,-32.2,47.76666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.86,0.14,-0.24,-253.3,,-32.2,47.73333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.26,-0.18,-253.3666667,,-32.2,47.7,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.37,0.14,-0.24,-253.4333333,,-32.2,47.66666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.31,0.08,-0.3,-253.5,,-32.2,47.63333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.14,-0.3,-253.5666667,,-32.2,47.6,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.14,-0.3,-253.6333333,,-32.2,47.56666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.14,-0.24,-253.7,,-32.2,47.53333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.14,-0.18,-253.7666667,,-32.2,47.5,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.31,0.32,-0.18,-253.8333333,,-32.2,47.46666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.68,0.44,-0.24,-253.9,,-32.2,47.43333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.38,-0.24,-253.9666667,,-32.2,47.4,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.38,-0.18,-254.0333333,,-32.2,47.36666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.32,-0.24,-254.1,-2.566666667,-32.2,47.33333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.32,-0.24,-254.1666667,-2.633333333,-32.2,47.3,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.56,0.14,-0.18,-254.2333333,-2.7,-32.2,47.26666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.32,-0.18,-254.3,-2.766666667,-32.2,47.23333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.2,-0.24,-254.3666667,-2.833333333,-32.2,47.2,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.56,0.14,-0.24,-254.4333333,-2.9,-32.2,47.16666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.68,0.14,-0.18,-254.5,-2.966666667,-32.2,47.13333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.56,0.08,-0.3,-254.5666667,-3.033333333,-32.2,47.1,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.2,-0.18,-254.6333333,-3.1,-32.2,47.06666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.74,0.38,-0.24,-254.7,-3.166666667,-32.2,47.03333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.25,0.08,-0.24,-254.7666667,-3.233333333,-32.2,47,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.14,-0.24,-254.8333333,-3.3,-32.2,46.96666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.8,0.2,-0.18,-254.9,-3.366666667,-32.2,46.93333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.38,-0.24,-254.9666667,-3.433333333,-32.2,46.9,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.38,-0.11,-255.0333333,-3.5,-32.2,46.86666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.2,-0.24,-255.1,-3.566666667,-32.2,46.83333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.26,-0.24,-255.1666667,-3.633333333,-32.2,46.8,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.25,0.26,-0.24,-255.2333333,-3.7,-32.2,46.76666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.68,0.2,-0.18,-255.3,-3.766666667,-32.2,46.73333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.74,0.26,-0.18,-255.3666667,-3.833333333,-32.2,46.7,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.2,-0.11,-255.4333333,-3.9,-32.2,46.66666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.56,0.14,-0.24,-255.5,-3.966666667,-32.2,46.63333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.5,0.32,-0.24,-255.5666667,-4.033333333,-32.2,46.6,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.68,0.26,-0.18,-255.6333333,-4.1,-32.2,46.56666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.32,-0.24,-255.7,-4.166666667,-32.2,46.53333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.2,-0.18,-255.7666667,-4.233333333,-32.2,46.5,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.56,0.14,-0.24,-255.8333333,-4.3,-32.2,46.46666667,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.2,-0.24,-255.9,-4.366666667,-32.2,46.43333333,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.62,0.38,-0.24,-255.9666667,-4.433333333,-32.2,46.4,-3.366666667,3.55E-14,-1.683333333
1.58373E+12,-0.44,0.32,-0.24,-256.0333333,-4.5,-32.2,46.36666667,-3.366666667,3.55E-14,-1.683333333
