1583480676006,0.54,-42.42,13.91,0.018000000000000002,-1.4140000000000001,0.46366666666666667
1583480676064,9.57,-14.04,-4.27,0.355,-3.2960000000000003,-1.0926666666666667
1583480676124,-37.24,-24.72,-0.67,-0.5673333333333334,-4.588,-1.583
1583480676185,-38.1,-29.3,8.24,-3.078666666666667,-6.3886666666666665,-2.1323333333333334
1583480676244,-35.23,10.19,11.23,-5.523,-7.025666666666666,-2.7346666666666666
1583480676306,-2.45,18.8,11.9,-6.779,-6.059333333333333,-1.9983333333333333
1583480676364,-1.96,2.01,20.02,-6.926,-5.365666666666666,-0.7043333333333333
1583480676425,10.18,36.31,19.53,-6.652,-4.088333333333333,0.013666666666666716
1583480676485,25.5,35.34,13.73,-5.462666666666667,-1.6999999999999993,1.6816666666666669
1583480676544,4.99,14.52,6.96,-4.4463333333333335,-0.03799999999999937,3.091666666666667
1583480676665,-6.97,26.49,6.47,-4.512333333333333,1.3290000000000006,3.791333333333333
1583480676725,4.99,13.55,8.54,-4.578333333333333,2.6636666666666673,4.959
1583480676784,-8.8,-1.1,13.55,-4.705333333333333,3.0786666666666673,5.862333333333333
1583480676844,-11.79,4.82,17.88,-5.391666666666667,3.2026666666666674,6.421666666666666
1583480676905,-3,2.44,15.99,-5.884666666666667,3.4446666666666674,7.115333333333333
1583480676964,0.29,2.75,18.74,-5.9750000000000005,3.6176666666666675,7.8213333333333335
1583480677025,18.18,16.3,23.13,-5.359333333333334,4.252666666666667,8.684
1583480677145,13.9,30.88,18.31,-4.290000000000001,5.825333333333334,9.837666666666665
1583480677146,-30.28,40.34,16.36,-4.836000000000001,8.199333333333334,11.412333333333333
1583480677207,-30.71,37.96,59.63,-6.8690000000000015,10.809333333333335,14.744666666666665
1583480677326,-27.35,63.05,95.58,-8.804333333333336,14.176333333333334,19.195999999999998
1583480677386,10.43,68.85,13,-9.368333333333336,18.573,21.730999999999998
1583480677445,-23.39,-32.72,47.67,-9.800333333333336,19.777333333333335,25.615
1583480677509,-57.63,-111.09,105.96,-12.501000000000003,14.983666666666668,28.05633333333333
1583480677564,4.99,-31.8,55.54,-14.25566666666667,10.220666666666666,26.204666666666665
1583480677624,30.32,40.71,25.88,-13.07866666666667,10.517666666666667,26.00733333333333
1583480677685,20.92,8.18,15.14,-11.37066666666667,12.147333333333334,27.869
1583480677746,-1.05,-45.11,33.02,-10.708333333333337,10.916333333333334,29.242333333333335
1583480677809,-1.96,6.04,32.59,-10.80866666666667,9.614,28.825000000000003
1583480677865,-67.7,40.04,54.08,-13.13066666666667,11.15,30.829000000000004
1583480677927,0.84,-1.22,8.36,-15.359333333333337,12.444,32.44233333333334
1583480678047,10.18,-3.97,12.82,-14.992000000000004,12.271,32.829
1583480678108,2.92,-21,10.07,-14.555333333333337,11.438666666666668,33.032333333333334
1583480678165,3.47,10.56,-18.98,-14.342333333333338,11.090666666666667,31.699666666666666
1583480678226,5.48,29.72,-23.01,-14.044000000000004,12.433333333333334,31.284666666666666
1583480678290,-4.16,4.7,-5.56,-14.000000000000004,13.580666666666668,32.089999999999996
1583480678346,-4.04,-4.46,3.11,-14.273333333333337,13.588666666666668,32.35033333333333
1583480678408,-9.96,-8.61,3.42,-14.740000000000004,13.153000000000002,32.315666666666665
1583480678465,0.78,-0.25,-9.4,-15.046000000000003,12.857666666666669,31.715333333333334
1583480678526,0.6,-7.02,-86.06,-15.000000000000004,12.615333333333336,28.838333333333335
1583480678584,15.86,2.5,-130.62,-14.451333333333338,12.46466666666667,24.250333333333334
1583480678764,22.82,18.8,-71.47,-13.162000000000004,13.17466666666667,21.951333333333334
1583480678764,-20.21,-6.17,-4.76,-13.075000000000005,13.59566666666667,22.419333333333334
1583480678824,-51.28,-17.46,21.67,-15.458000000000006,12.808000000000003,22.936
1583480678890,-52.01,18.25,8.18,-18.901000000000003,12.834333333333337,22.626666666666665
1583480678945,9.69,5.8,0.91,-20.31166666666667,13.636000000000003,23.26533333333333
1583480679008,25.26,-22.89,16.3,-19.146666666666672,13.066333333333336,24.002
1583480679064,35.21,-35.22,27.1,-17.131000000000004,11.129333333333337,24.142333333333333
1583480679127,5.91,-26.31,27.53,-15.760333333333337,9.078333333333337,23.886
1583480679190,-11.36,-16.42,11.11,-15.942000000000004,7.6540000000000035,23.37933333333333
1583480679246,-2.64,-13.73,3.78,-16.40866666666667,6.649000000000004,22.958
1583480679366,-4.65,0.61,-5.37,-16.651666666666667,6.2116666666666704,22.32133333333333
1583480679427,0.29,0.73,-1.41,-16.797,6.2563333333333375,22.294666666666664
1583480679490,-5.02,-4.82,-1.65,-16.954666666666668,6.1200000000000045,22.264
1583480679545,-5.81,1.71,-2.08,-17.31566666666667,6.016333333333338,22.034
1583480679607,-0.07,-2.38,1.65,-17.51166666666667,5.994000000000005,22.145999999999997
1583480679664,6.89,-10.74,4.09,-17.284333333333336,5.556666666666672,22.202999999999996
1583480679724,10.36,-11.23,-2.08,-16.709333333333337,4.824333333333339,21.775666666666663
1583480679788,2.31,-1.65,-9.03,-16.287000000000003,4.395000000000006,21.100333333333328
1583480679845,-0.07,-2.81,-6.47,-16.212333333333337,4.2463333333333395,20.82966666666666
1583480679905,-3.06,-5.86,2.87,-16.31666666666667,3.9573333333333394,20.83166666666666
1583480679964,-0.13,-1.59,0.06,-16.423000000000002,3.709000000000006,20.63833333333333
1583480680089,6.34,3.29,-6.84,-16.216,3.7656666666666725,20.35733333333333
1583480680144,3.59,3.29,-18.92,-15.885000000000002,3.9850000000000056,19.83633333333333
1583480680204,-13.56,-27.1,-27.65,-16.217333333333336,3.191333333333339,19.024333333333328
1583480680265,-13.44,-41.26,-19.72,-17.117333333333335,0.9126666666666723,17.46366666666666
1583480680324,-16,-47.36,-7.26,-18.098666666666666,-2.041333333333328,15.846333333333328
1583480680388,-13.32,-10.8,-5.74,-19.076,-3.979999999999994,14.076333333333329
1583480680447,-12.83,11.66,0.79,-19.947666666666667,-3.9513333333333276,13.742666666666663
1583480680504,-17.53,-13.98,8.42,-20.959666666666667,-4.028666666666661,14.411999999999995
1583480680564,-9.35,-10.38,4.58,-21.855666666666668,-4.840666666666661,14.098666666666663
1583480680624,-15.88,16.17,0.06,-22.69666666666667,-4.6476666666666615,13.754666666666663
1583480680744,5.97,14.65,-5.37,-23.027,-3.620333333333328,14.114666666666663
1583480680804,6.21,-2.02,4.76,-22.621000000000002,-3.1993333333333283,14.761666666666663
1583480680864,3.53,3.29,6.35,-22.296333333333337,-3.1569999999999947,14.905999999999997
1583480680924,-0.32,8.6,3.72,-22.189333333333337,-2.7606666666666615,15.139666666666663
1583480680988,-4.53,3.78,7.99,-22.351000000000003,-2.347999999999995,15.692666666666664
1583480681044,-3.98,25.39,-6.96,-22.634666666666668,-1.3756666666666617,15.586666666666664
1583480681106,-1.35,14.89,-10.56,-22.812333333333335,-0.03299999999999503,16.080999999999996
1583480681164,-7.03,-4.76,4.94,-23.09166666666667,0.30466666666667164,16.741999999999997
1583480681291,-1.17,-6.23,11.9,-23.365000000000002,-0.06166666666666171,16.979999999999997
1583480681293,-4.77,-7.45,3.9,-23.563000000000002,-0.5176666666666616,16.90233333333333
1583480681407,1.09,-22.52,14.22,-23.68566666666667,-1.5166666666666617,17.127999999999997
1583480681465,-10.94,-16.66,13.85,-24.014000000000003,-2.8226666666666618,16.838999999999995
1583480681526,-4.59,25.69,-5.37,-24.53166666666667,-2.5216666666666616,16.104666666666663
1583480681587,0.11,16.11,-3.79,-24.681000000000004,-1.1283333333333283,16.834666666666664
1583480681644,-3,4.82,5.06,-24.77733333333334,-0.43066666666666165,17.54033333333333
1583480681704,-10.2,-1.59,8.42,-25.21733333333334,-0.32299999999999496,17.981666666666662
1583480681765,-4.22,2.93,0.79,-25.698000000000008,-0.27833333333332827,17.954999999999995
